-0.05898088	-0.06376851	-0.07953668	0.0099866865	-0.07623241	0.02508132	0.0049141212	-0.04922192	0.0071297707	-0.025882829	0.0036693055	-0.049311507	-0.04299029	0.008444986	0.066469446	-0.060532805
-0.0754478	-0.020591475	-0.08688562	0.005818075	-0.092171304	-0.00028274252	-0.0022161335	-0.0495797	0.014920949	0.06933933	0.004774186	-0.07233578	-0.03313111	0.021560028	0.029824102	-0.037181124
-0.09414035	-0.03325823	-0.10098217	0.015026509	-0.12001984	-0.01166988	0.034500327	0.01779108	0.112864	0.071339004	0.013450335	-0.018306779	0.024698237	0.041446563	0.043511596	-0.025591087
-0.057545178	-0.07395387	-0.09313384	-0.0034732837	-0.09578907	0.0721296	-0.051700655	-0.024796838	0.04093039	-0.0074804504	0.0050926814	-0.060335085	-0.0448281	0.001109496	-0.00033564217	-0.07641885
-0.04349568	-0.036320876	-0.07194942	0.046681054	-0.10283719	0.07131514	0.04463053	-0.019281695	0.05711482	-0.015786601	-0.030184457	0.01773583	-0.02812315	-0.01150877	-0.0016927335	-0.05194576
-0.050767142	-0.07298444	-0.09596919	-0.09106475	-0.071283855	-0.003504972	-0.012300871	-0.028092386	0.06428753	0.08769897	-0.03595807	0.053599335	-0.06995699	0.03523463	0.002157562	-0.12060269
-0.072538994	-0.0054241726	-0.049635448	0.041833643	-0.09709527	-0.022680258	-0.03560554	0.0005396107	0.043491974	-0.010021015	-0.0049652364	-0.06631723	-0.06406603	0.00276118	0.057837322	-0.045076806
-0.084090166	-0.0023923006	-0.0728677	-0.08107318	-0.079553105	0.017014455	-0.019338865	-0.023704812	0.059396528	0.025994286	-0.003040485	-0.0078028725	-0.044805933	0.037024766	0.038266998	0.036471575
-0.082972005	-0.028875494	-0.092856854	-0.01677993	-0.06510292	0.025910087	0.03671551	0.0071029007	0.013565231	0.070751026	0.010962555	-0.017464712	-0.026558373	0.07787393	-0.019414067	-0.07183094
-0.040808182	-0.078604616	-0.05487273	0.0024872995	-0.06896573	0.02995184	-0.0080238385	-0.03441284	0.06568321	0.076524034	0.08600635	-0.05104122	0.0017797082	0.057979107	0.044958886	-0.056033928
0.00871095	-0.08552134	0.020782018	-0.05740008	-0.12749937	0.0052670543	-0.00937917	0.01403601	0.030472217	0.011913155	-0.014055027	-0.05486709	-0.016887434	-0.029080287	0.035254516	-0.037493505
-0.04592815	-0.12258525	-0.016899873	-0.016011437	-0.09580201	0.06268905	0.008584161	-0.029814424	-0.016812403	-0.029805504	-0.0015987891	-0.028245162	-0.05534089	0.10291003	-0.031531308	-0.0121826995
-0.0061941533	-0.020706467	-0.082766525	-0.07347101	0.03193489	0.0048725707	-0.015403677	0.01774827	0.0042846096	0.045893982	0.04586661	-0.0010796391	-0.03550409	-0.021510303	0.0850694	-0.091567405
-0.01691416	0.07653131	-0.04007597	-0.0745913	-0.004860692	-0.02895366	-0.017361516	-0.07346371	0.07216477	-0.057340663	0.03574994	-0.02133601	-0.11731148	0.024392648	0.025281772	-0.0035537758
-0.09627458	-0.036461543	-0.050052617	0.036747392	-0.047755405	-0.054410946	-0.08698677	-0.029098002	0.04324134	0.00014217253	-0.018098362	-0.071566	0.012316135	-0.069123656	0.019363463	0.011797754
-0.025487345	-0.0976793	-0.006717847	0.013982045	-0.063819945	0.01430557	0.061960414	-0.006340464	-0.0012331003	-0.0055776965	-0.039753586	-0.09949861	-0.04242463	0.016488468	-0.044120148	0.0057755318
-0.06319983	-0.021745557	-0.0050842077	-0.032205086	-0.14878023	0.002604553	-0.0029676543	-0.10815445	-0.028767733	0.051477466	0.026189126	-0.1034314	-0.067059085	-0.011799399	-0.004183007	-0.12304481
0.007057185	-0.035825696	-0.029498607	-0.043575466	-0.06487601	-0.0094288355	0.027444828	-0.041589417	-0.007502086	-0.0063417777	-0.037524834	-0.060901698	0.021573048	0.05679113	-0.0038286645	-0.0019035395
0.040549275	-0.105195865	-0.011276591	-0.022669123	0.0008821895	0.013774596	-0.035723098	-0.09892292	0.012636017	0.0034766763	-0.066681236	-0.010986182	-0.005398617	0.051799506	0.026993742	-0.06166321
0.015819503	-0.1614059	-0.0924798	0.03768297	-0.1017259	0.059185084	0.029360361	-0.0045358553	0.04549085	0.031462237	0.023612943	-0.045147438	-0.04186583	0.047002744	-0.00016632673	-0.10526342
-0.038515814	0.05341945	-0.010494298	-0.0072715445	-0.07574198	0.011541275	0.06938894	-0.018935591	-0.05020867	0.13296686	0.0072490443	-0.01182331	-0.07070676	0.059233848	0.1190781	-0.041856855
-0.063446954	0.09651039	-0.11821918	-0.044499796	0.06438821	-0.038900554	0.014876379	-0.047983833	-0.041757774	-0.04112782	0.033806708	-0.0381081	-0.03460512	0.062534645	-0.026049672	0.07895683
0.038843177	-0.09230502	-0.006926442	0.040562473	-0.10929816	-0.07977711	-0.05472817	-0.038324226	0.0014475484	0.13077085	0.032088816	-0.08552311	0.036021225	0.033042308	0.005641742	-0.09720259
0.0324765	0.0035042292	-0.08595349	-0.031317137	-0.07825008	-0.04534503	0.0019092322	-0.11361085	0.09791475	0.067310594	0.038421925	-0.01931288	-0.05944791	-0.03576868	0.04462255	0.042804167
-0.094111964	-0.00932679	-0.0530193	-0.022451267	-0.14132096	0.06057786	-0.04766573	-0.025347892	-0.019452702	0.07936271	0.05232285	-0.013165543	-0.016891789	0.02472588	0.028592307	-0.056272317
-0.107693136	0.039377626	-0.045559883	0.04464504	-0.024709025	0.0041634245	0.03387037	-0.061373003	-0.01562211	-0.04850483	-0.052802145	-0.03242193	-0.028296847	0.0016538135	0.060103115	-0.08258306
0.047360837	-0.016143378	-0.058664843	0.020601733	-0.044563953	-0.01699537	0.0015402207	-0.034996986	-0.031548843	0.07517518	0.005661906	-0.024423134	-0.0012030079	-0.082813576	-0.014326527	-0.06895789
-0.078779556	-0.07707501	0.018723935	-0.067001455	0.0034300415	0.012667057	0.0011768499	0.029205853	0.006499093	0.05916087	-0.082091145	0.052197307	-0.085914895	-0.078650154	0.05914781	-0.08604916
0.023689123	-0.05795555	-0.07275699	-0.003239686	-0.008033823	0.003751756	-0.024561953	-0.074503876	-0.03294146	0.008148973	-0.027434569	-0.13742612	0.048729274	0.016690334	-0.07641739	0.010995625
